newid,ind,hsize,hsize1,relationship,date,sex,age,marital,migrant,migrant_any,village,madrasa,madrasa_year,school,student,currgrade,maxgrade,paeduc,maeduc,ill,disable,disable_perm,hrelig,religious,jumma,waqt,wrkstat,mo_remit,occ1,hrs_wk1,days_wk1,mo_yr1,tenure1,mo_wageinc1,mo_nonwageinc1,occ2,hrs_wk2,days_wk2,mo_yr2,tenure2,mo_wageinc2,mo_nonwageinc2,microf,microf_name1,microf_name2,microf_name3,mo_microf,microloan_curr1,microloan_curr2,curr_mig,migr_perm,migrcurr_dur,migrcurr_country,migrcurr_occ,migrcurr_inc,migrcurr_hrswk,migrcurr_remmo,migr1_dur,migr1_country,migr1_occ,migr1_inc,migr1_hrswk,migr1_remmo,happy,happy_future,wwactivities,ystrhappy,ystrworry,ystrdepress,satcur_livstandard,satcur_health,satcur_achieve,satcur_fam,satcur_safe,satcur_comm,satcur_finsec,satcur_leistime,satcur_socenv,satcur_job,cur_overworked,curtrust_employer,curtrust_coworker,sat5yr_livstandard,sat5yr_health,sat5yr_achieve,sat5yr_fam,sat5yr_safe,sat5yr_comm,sat5yr_finsec,sat5yr_leistime,sat5yr_socenv,sat5yr_job,overworked_5yr,trust_neighb_5yr,trust_locgov_5yr,trust_employer_5yr,trust_religlead_5yr,trust_coworker_5yr,trust_relatives_5yr,status_prof,relfinan_profession,relfinan_siblings,relfinan_schoolmates,relfinan_neighbors,relfinan_parents,relfinan_extendedfam,relfinan_others,happy_past,curtrust_neighb,curtrust_locgov,curtrust_religlead,curtrust_relatives,global_stat_perc,ownhouse,housetype,cookroom,mainrooms,othrooms,bath_flush,bath_pitlat,bath_bucket,bath_hanging,hhactivity1,hhactivity2,hhactivity3,hhincsource1,hhincsource2,hhincsource3,land_ownop,land_rentedout,land_notown,drinkwater1,drinkwater2,washwater1,washwater2,light1,light2,light3,cookfuel1,cookfuel2,cookfuel3,electricity,naturalgas,generator,phone,cow,chicken,duck,buffalo,goat_sheep,helpers,nonwage_farm,nonwage_nonfarm,govttransfer,other_inc,currinc_2yrsago,currinc_2yrafter,exp_groc,exp_util,exp_hrent,exp_hrelated,exp_school,exp_health,exp_cloth,exp_transport,exp_furniture,exp_recreat,exp_eid,exp_tax,exp_mo,wedding,cost_wedding,birth,cost_birth,death,cost_death,medical,cost_medical,migration_rel,cost_migr,event_other,cost_other,own_weaving1,own_weaving2,own_weaving2flag,own_weaving3,own_weaving4,own_house1,own_house2,own_house2flag,own_house3,own_house4,own_computer1,own_computer2,own_computer2flag,own_computer3,own_computer4,own_cell1,own_cell2,own_cell2flag,own_cell3,own_cell4,own_generator1,own_generator2,own_generator2flag,own_generator3,own_generator4,own_car1,own_car2,own_car2flag,own_car3,own_car4,own_boatp1,own_boatp2,own_boatp2flag,own_boatp3,own_boatp4,own_boatr1,own_boatr2,own_boatr2flag,own_boatr3,own_boatr4,own_rickshaw1,own_rickshaw2,own_rickshaw2flag,own_rickshaw3,own_rickshaw4,own_bicycle1,own_bicycle2,own_bicycle2flag,own_bicycle3,own_bicycle4,own_cart1,own_cart2,own_cart2flag,own_cart3,own_cart4,own_almirah1,own_almirah2,own_almirah2flag,own_almirah3,own_almirah4,own_tractor1,own_tractor2,own_tractor2flag,own_tractor3,own_tractor4,own_television1,own_television2,own_television2flag,own_television3,own_television4,own_fridge1,own_fridge2,own_fridge2flag,own_fridge3,own_fridge4,own_bike1,own_bike2,own_bike2flag,own_bike3,own_bike4,madrasa_binary,day,dayofweek
667,0,3,3,"Householdhead","23/6/13","Male",35,"Married","Non","No migrants","Shatihati","0",0,0,"No",.n,0,0,.n,"No","No",.n,"Muslim","Not","Irregular",0,"Employed",.n,"Weaving",8,7,12,20,5000,.c,.m,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Satisfied","Same","Satisfied","Somewhat","Not at all","Not at all","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","N","Y","Y","Same","Same","Same","Same","Same","Same","Same","Same","Same","Same",.m,.m,.m,.m,.m,.m,.m,8,"Same","Higher",.m,"Same","Same","Higher",.m,"Worse","Yes","Yes","Yes","Yes",8,"Owned","Kacha","Y",1,0,0,1,0,0,"Others","Others",.n,"Others","Others",.n,0,0,0,"Tube Well",.m,"Tube Well",.m,"Kerosense",.m,.m,"Firewood",.m,.m,"N","N","N","Y",0,8,0,0,0,0,0,0,0,0,"Higher","Higher",3000,500,0,20000,100,100,100,500,0,0,7000,10,6000,0,.n,0,.n,0,.n,0,.n,0,.n,0,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,4,2
668,0,3,3,"Householdhead","23/6/13","Male",25,"Married","Non","No migrants","Shatihati","0",0,0,"No",.n,0,0,0,"No","No",.n,"Muslim","Not","Irregular",0,"Self-Employed",.n,"Others",5,.c,12,20,500,.c,.m,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not at all satisfied","Better","Somewhat unsatisfied","Somewhat","Not at all","Not at all","Somewhat unsatisfied","Satisfied","Somewhat unsatisfied","Satisfied","Satisfied","Satisfied","Somewhat unsatisfied","Somewhat unsatisfied","Satisfied",.m,"N","Y","Y","Same","Same","Same","Same","Same","Same","Same","Same","Same",.m,.m,.m,.m,.m,.m,.m,.m,,"Same","Higher",.m,"Same","Same","Same",.m,"Worse","Yes","Yes","Yes","Yes",.m,"Owned","Kacha","Y",1,0,0,1,0,0,"Others","Others",.n,"Others","Others",.n,0,0,0,"Tube Well",.m,"Tube Well",.m,"Kerosense",.m,.m,"Firewood",.m,.m,"N","N","N","Y",0,0,0,0,0,0,0,0,0,0,"Same","Same",2000,100,0,0,50,50,100,100,0,0,6000,10,500,0,.n,0,.n,0,.n,0,.n,0,.n,0,.n,"O",.x,"Y",.m,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",.x,"Y",.m,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,4,2
669,0,3,3,"Householdhead","23/6/13","Male",27,"Married","Non","No migrants","Shatihati","0",0,0,"No",.n,0,.n,.n,"No","No",.n,.n,.m,.n,.n,"Self-Employed",.n,"Business (small)",10,6,12,8,15000,.c,.m,.c,.c,.c,.c,.n,.n,"Yes","Sheba",.n,.n,1,1500,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Completely satisfied","Better","Quite satisfied","All day","Not much","Not at all","Completely Satisfied","Completely satisfied","Completely Satisfied","Completely satisfied","Completely satisfied","Completely satisfied","Completely satisfied","Completely Satisfied","Completely Satisfied","Completely Satisfied","N",.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,"N","Y","Y",.m,"Y",.m,"Y",1,"Same","Same",.m,"Worse","Higher","Same",.m,"Worse","Yes","Yes","Yes","Yes",1,"Owned","Kacha","N",1,0,0,1,0,0,"Service","Service",.n,"Service","Service",.n,0,0,0,"Tube Well",.m,"Tube Well",.m,"Electricity",.m,.m,"Firewood",.m,.m,"Y","N","N","Y",0,0,0,0,0,0,0,0,0,0,"Higher","Lower",8000,300,0,10000,300,.m,350,.m,.m,.m,4000,3,12000,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,"N",.n,"",.n,.n,"O",2013,"",50000,"Y",.c,2003,"",500,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,4,2
670,0,3,2,"Householdhead","23/6/13","Female",35,"Married","Non","International migrants","Shatihati","0",0,0,"No",.n,0,0,0,"No","No",.n,"Muslim","Moderate","Irregular",3,"Unemployed",.n,.n,.c,.c,.c,.c,.n,.m,.n,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Satisfied","Better","Satisfied","All day","Not at all","Not at all","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied",.m,"Satisfied",.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,"Y","Y",.m,.m,.m,.m,,.m,"Same",.m,"Same","Higher","Same",.m,"Worse","Yes","Yes","Yes","Yes",.m,"Owned","Semi-pucca","Y",2,0,0,1,0,0,"Service","Service",.n,"Service","Service",.n,0,0,0,"Tube Well",.m,"Tube Well",.m,"Electricity",.m,.m,"Dung/leaves/straw",.m,.m,"Y","N","N","Y",0,0,0,0,0,0,0,0,0,0,"Same","Same",8000,1500,0,0,1000,300,430,100,0,0,10000,30,10000,1,150000,0,.n,0,.n,0,.n,0,.n,0,.n,"N",.n,"",.n,.n,"O",2006,"",60000,.n,"N",.n,"",.n,.n,"O",2012,"",2000,"Y","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",2012,"",13000,"Y","N",.n,"",.n,.n,"N",.n,"",.n,.n,1,4,2
67,0,5,5,"Householdhead","24/6/13","Male",30,"Married","Non","No migrants","Shatihati","0",0,3,"No",.n,3,0,0,"No","No",.n,"Muslim","Moderate","Regular",0,"Employed",.n,"Weaving",6,6,12,10,5000,.c,.m,.c,.c,.c,.c,.n,.n,"Yes","Sheba",.n,.n,36,5000,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Somewhat unsatisfied","Better","Satisfied","Not at all","Quite a bit","Quite a bit","Somewhat unsatisfied","Satisfied","Somewhat unsatisfied","Satisfied","Satisfied","Satisfied","Somewhat unsatisfied","Satisfied","Satisfied","Somewhat unsatisfied","Y","N","Y","Worse","Same","Worse","Same","Same","Same","Same","Same","Same","Same","Y","N","Y","N","Y","Y","N",8,"Same","Higher",.m,"Higher","Higher","Higher",.m,"Better","No","Yes","Yes","No",8,"Owned","Kacha","Y",2,0,0,1,0,0,"Others","Others",.n,"Others","Others",.n,0,0,0,"Tube Well",.m,"Tube Well",.m,"Kerosense",.m,.m,"Firewood","Dung/leaves/straw",.m,"N","N","N","N",0,4,14,0,0,0,0,0,0,0,"Higher","Higher",4200,0,0,120000,0,500,100,100,0,0,1000,10,5000,1,50000,1,5000,0,.n,0,.n,0,.n,0,.n,"N",.n,"",.n,.n,"O",.x,"Y",300000,"N","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,5,3
671,0,4,3,"Householdhead","23/6/13","Female",35,"Married","Non","International migrants","Shatihati","0",0,0,"No",.n,0,0,0,"No","No",.n,"Muslim","Moderate","Regular",0,"Unemployed",.n,.n,.c,.c,.c,.c,.n,.n,.n,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Satisfied",.m,.m,"Quite a bit","Not much","Quite a bit","Somewhat unsatisfied","Satisfied","Somewhat unsatisfied","Satisfied","Satisfied","Satisfied","Somewhat unsatisfied","Satisfied","Satisfied",.m,.m,"N","N",.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,"Y","Y","N","Y","N","Y",,.m,"Worse",.m,"Worse",.m,"Worse",.m,"Worse","Yes","Yes","Yes","Yes",.m,"Owned","Semi-pucca","Y",2,0,0,1,0,0,"Service","Service",.n,"Service","Service",.n,0,0,0,"Tube Well",.m,"Pond",.m,"Electricity",.m,.m,"Firewood",.m,.m,"Y","N","N","Y",0,0,0,0,0,0,0,0,0,0,"Same","Same",1000,1200,.m,.m,30000,500,120,50,.m,.m,5000,40,6000,0,.n,0,.n,0,.n,0,.n,0,.n,0,.n,"N",.n,"",.n,.n,.c,2013,"",5000,"N","N",2013,"",2000,"Y","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,4,2
672,0,1,1,"Householdhead","23/6/13","Female",60,"Widowed","Non","No migrants","Shatihati","0",0,0,"No",.n,0,0,0,"No","No",.n,"Muslim","Moderate","Regular",0,"Employed",.n,"Weaving",10,5,12,50,400,.n,.m,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Satisfied",.m,"Satisfied","Quite a bit","Not much","Not at all","Satisfied","Somewhat unsatisfied","Somewhat unsatisfied","Somewhat unsatisfied","Somewhat unsatisfied","Somewhat unsatisfied","Somewhat unsatisfied","Somewhat unsatisfied","Somewhat unsatisfied",.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,"N","N",.m,.m,.m,"Y",,.m,.m,.m,"Higher",.m,"Worse",.m,"Better","Yes","No",.m,"Yes",.m,"Owned","Semi-pucca","N",1,0,0,1,0,0,"Manufacture","Manufacture",.n,"Manufacture","Manufacture",.n,0,0,0,"Tube Well",.m,"Tube Well",.m,"Kerosense",.m,.m,"Dung/leaves/straw",.m,.m,"N","N","N","Y",0,0,0,0,0,0,0,0,0,0,"Lower","Lower",400,0,0,0,0,0,0,0,0,0,0,0,,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.n,"N",.n,"",.n,.n,"O",1998,"",10000,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,4,2
673,0,1,1,"Householdhead","23/6/13","Female",70,"Widowed","Non","No migrants","Shatihati","0",0,0,"No",.n,0,5,0,"Yes","No",.m,"Muslim","Moderate","Never",0,.m,.m,.m,.c,.c,.c,.c,.m,.m,.n,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Quite satisfied","Same","Satisfied","Somewhat","All day","All day","Not at all satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied",.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,,.m,"Worse",.m,"Worse",.m,.m,.m,"Same","Yes","Yes","Yes","Yes",.m,"Owned","Semi-pucca","N",1,0,0,1,0,0,"Others","Others",.n,"Others","Others",.n,0,0,0,"Tube Well",.m,"Tube Well",.m,"Electricity",.m,.m,"Dung/leaves/straw",.m,.m,"N","N","N","N",0,1,0,0,0,0,0,0,0,0,"Lower","Lower",600,0,0,0,0,200,0,0,0,0,2000,20,,1,30000,1,10000,0,.n,0,.n,0,.n,0,.n,"N",.n,"",.n,.n,"O",2003,"",20000,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",2013,"",1500,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,4,2
674,0,3,3,"Householdhead","23/6/13","Female",20,"Married","Non","No migrants","Shatihati","0",0,0,"No",.n,0,0,0,"No","No",.n,"Muslim","Moderate","Regular",0,"Unemployed",.n,"Unemployed",.c,.c,.c,.c,.n,.n,.n,.c,.c,.c,.c,.n,.n,"Yes","Grameen Bank",.n,.n,24,10000,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Satisfied","Same","Satisfied","Quite a bit","Not at all","Not at all","Completely Satisfied","Completely satisfied","Completely Satisfied","Completely satisfied","Completely satisfied","Completely satisfied","Completely satisfied","Completely Satisfied","Completely Satisfied",.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,"Y","Y",.m,"Y",.m,"Y",,.m,.m,.m,"Much higher","Same","Higher",.m,"Better","Yes","Yes","Yes","Yes",.m,"Owned","Semi-pucca","Y",1,0,0,1,0,0,"Manufacture","Manufacture",.n,"Manufacture","Manufacture",.n,0,0,0,"Tube Well",.m,"Tube Well",.m,"Electricity",.m,.m,"Dung/leaves/straw",.m,.m,"N","N","N","Y",0,0,0,0,0,0,0,0,0,0,"Same","Same",700,200,0,0,0,0,400,500,0,0,2000,0,2800,0,.n,1,2000,0,.n,1,10000,0,.n,0,.n,"N",.n,"",.n,.n,"O",2009,"",4000,.m,"N",.n,"",.n,.n,"O",2013,"",500,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,4,2
675,0,4,1,"Householdhead","23/6/13","Male",32,"Married","Non","Domestic migrants","Shatihati","0",0,0,"No",.n,0,0,0,"No","No",.n,"Muslim","Moderate","Regular",0,"Employed",.n,"Weaving",11,6,12,16,8000,.c,.m,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Satisfied",.m,.m,"Not much","Not much","Not much","Satisfied","Somewhat unsatisfied","Satisfied","Quite satisfied","Quite satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Somewhat unsatisfied","N","Y","Y",.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,"N","Y","Y","Y","Y","Y","Y",5,"Worse","Same",.m,"Same","Higher","Same",.m,"Worse","Yes","Yes","Yes","Yes",5,"Owned","Kacha","Y",2,0,0,1,0,0,"Manufacture","Manufacture",.n,"Manufacture","Manufacture",.n,0,0,0,"Tube Well",.m,"Tube Well",.m,"Electricity",.m,.m,"Firewood",.m,.m,"Y","N","N","Y",0,0,0,0,0,0,0,0,0,0,"Higher","Lower",2000,400,0,0,0,800,250,0,0,0,10000,50,8000,1,50000,1,8000,.m,.m,.m,.m,.m,.m,.m,.m,"O",2011,"",50000,.m,"O",2011,"",2000,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,4,2
676,0,3,2,"Householdhead","23/6/13","Female",25,"Married","Non","International migrants","Shatihati","0",0,0,"No",.n,0,0,0,"No","No",.n,"Muslim","Moderate","Irregular",0,"Unemployed",.n,.n,.c,.c,.c,.c,.n,.n,.n,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Satisfied","Better","Satisfied","Somewhat","Somewhat","Not at all","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Somewhat unsatisfied","Y","Y","Y",.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,"Y","Y","Y","Y","Y","Y","Y",8,.m,"Higher",.m,"Higher","Higher","Higher",.m,"Same","Yes","Yes","Yes","Yes",8,"Owned","Semi-pucca","Y",1,0,0,1,0,0,"Service","Service",.n,"Service","Service",.n,0,0,0,"Tube Well",.m,"Tube Well",.m,"Electricity",.m,.m,"Dung/leaves/straw",.m,.m,"Y","N","N","Y",0,0,0,0,0,0,0,0,0,0,"Lower","Higher",12000,150,0,0,0,80,100,1500,0,0,100000,40,5000,0,.n,0,.n,0,.n,0,.n,1,300000,0,.n,"N",.n,"",.n,.n,"O",2004,"",3000,.m,"N",.n,"",.n,.n,"O",2013,"",1200,"Y","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",2013,"",20000,"N","N",.n,"",.n,.n,"N",.n,"",.n,.n,1,4,2
677,0,9,8,"Householdhead","23/6/13","Female",60,"Widowed","Non","International migrants","Shatihati","0",0,0,"No",.n,0,.n,.n,"No","No",.n,"Muslim","Moderate","Regular",0,"Unemployed",.n,.n,.c,.c,.c,.c,.n,.n,.n,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Satisfied","Better","Satisfied","All day","Not at all","Not at all","Completely Satisfied","Completely satisfied","Completely Satisfied","Completely satisfied","Completely satisfied","Completely satisfied","Completely satisfied","Completely Satisfied","Completely Satisfied",.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,"Y","Y",.m,"Y",.m,"Y",,.m,.m,.m,"Same",.m,"Same",.m,"Same","Yes","Yes","Yes","Yes",.m,"Owned","Semi-pucca","Y",2,2,0,1,0,0,"Agriculture","Agriculture",.n,"Agriculture","Agriculture",.n,250,0,40,"Tube Well",.m,"Tube Well",.m,"Electricity",.m,.m,"Dung/leaves/straw",.m,.m,"Y","N","N","Y",3,0,6,0,0,0,0,0,0,0,"Higher","Lower",3000,1350,0,0,0,1500,3000,500,0,0,3000,100,13000,1,15000,0,.n,0,.n,0,.n,1,350000,0,.n,"A",.m,"",.m,.m,"O",.m,"",70000,.m,"N",.n,"",.n,.n,"O",2010,"",1200,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",1990,"",4000,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,4,2
678,0,4,4,"Householdhead","23/6/13","Male",72,"Married","Non","No migrants","Shatihati","0",0,0,"No",.n,0,0,0,"No","No",.n,"Muslim","Moderate","Regular",0,"Self-Employed",.n,"Agricultural Labourer",7,7,.c,.c,.c,.n,.m,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not at all satisfied","Same","Satisfied","Quite a bit","Quite a bit","Quite a bit","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Y",.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,"Y","Y","Y",.m,"Y",.m,"Y",9,.m,"Same",.m,"Higher",.m,"Higher",.m,"Same","Yes","Yes","Yes","Yes",9,"Owned","Semi-pucca","Y",5,0,0,1,0,1,"Manufacture","Manufacture",.n,"Manufacture","Manufacture",.n,0,0,0,"Tube Well",.m,"Tube Well",.m,"Electricity",.m,.m,"Firewood",.m,.m,"Y","N","N","Y",0,0,0,0,0,0,0,0,9000,0,"Lower","Same",3000,430,.m,.m,.m,200,200,.m,.m,300,6000,35,3000,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,"O",1998,"",100000,"N","O",1982,"",10000,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,4,2
679,0,5,5,"Householdhead","23/6/13","Male",40,"Married","Non","No migrants","Bankina","0",0,0,"No",.n,0,.n,.n,.m,"No",.n,"Muslim","Not","Never",0,"Employed",.n,"Daily Labourer",5,7,12,28,6000,.c,.m,.c,.c,.c,.c,.n,.n,"Yes","Bangladesh Bureau",.n,.n,.m,30000,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not at all satisfied","Worse","Satisfied","Not much","All day",.m,"Not at all satisfied","Not at all satisfied",.m,"Not at all satisfied","Completely satisfied","Satisfied","Not at all satisfied","Quite satisfied","Satisfied",.m,"Y","N","Y","Better","Better",.m,"Better","Same","Same","Better","Same","Same",.m,.m,.m,.m,.m,.m,.m,.m,5,"Worse",.m,.m,"Much higher",.m,.m,.m,"Better","Yes","No","Yes","Yes",5,"Rented","Kacha","N",1,0,0,1,0,0,6,6,.n,"Others","Others",.n,0,0,6,"Tube Well",.m,"Tube Well","Pond","Electricity",.m,.m,"Firewood","Dung/leaves/straw",.m,"Y","N","N","Y",0,0,0,0,0,0,0,0,0,0,"Lower","Lower",4000,500,0,0,500,0,1000,0,0,0,10000,0,,0,.n,1,6000,0,.n,0,.n,0,.n,0,.n,"N",.n,"",.n,.n,"O",.m,"",.m,.m,"N",.n,"",.n,.n,"O",2011,"",600,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,4,2
